match_id,bot1,bot2,b1_name,b2_name,b1_pts,b2_pts,winner,method,turns
fe0c4d60-390b-4c51-a41b-fa41789143ca,wrestler,scrambler,Iron Mike,Ruotolo,6,8,scrambler,Points - 8 to 6,20
6dafaf5c-ead9-46d0-82f8-86e72f29b323,guard_puller,pressure_passer,Miyao,Rodolfo,0,8,pressure_passer,Submission - Armbar (from Mount),7
9978575c-9d90-469e-a257-f58e8c0cd569,guard_puller,submission_hunter,Miyao,Marcelo,0,0,guard_puller,Submission - Omoplata (from Rubber Guard),10
763bb2f2-5b41-4a68-8b9a-033663bedec0,leg_locker,scrambler,Haisam,Ruotolo,0,0,scrambler,Submission - Rear Naked Choke,7
1088f549-e8b3-457b-aea0-dcdcd768b7a5,pressure_passer,scrambler,Rodolfo,Ruotolo,0,0,scrambler,Submission - Rear Naked Choke,3
6b9068d5-c07a-4a9a-b640-3ff969bcb131,wrestler,pressure_passer,Iron Mike,Rodolfo,4,6,pressure_passer,Submission chain - North-South Kimura,19
f1afa2b6-9378-4c55-a177-e0b2944814ef,leg_locker,submission_hunter,Haisam,Marcelo,0,4,submission_hunter,Submission - Arm Triangle (from Side Control),5
90032293-84c0-4d87-879e-347c20ca1b8e,wrestler,submission_hunter,Iron Mike,Marcelo,0,0,submission_hunter,Submission - Armbar (from Closed Guard),3
7c8e07aa-2274-47f7-a727-f6265ee5765e,guard_puller,scrambler,Miyao,Ruotolo,10,6,guard_puller,Points OT,26
f6184e37-7ba4-4310-9a30-c5218e5e7ca7,pressure_passer,submission_hunter,Rodolfo,Marcelo,4,2,submission_hunter,Submission - Armbar (from Mount),17
e34248c1-848e-4212-95c1-560f990509ea,wrestler,guard_puller,Iron Mike,Miyao,0,2,guard_puller,Submission - Cross Collar Choke (from Mount),15
ca1211b0-fd8d-43c7-899f-0724390be0de,wrestler,leg_locker,Iron Mike,Haisam,2,0,leg_locker,Submission - Armbar (from Closed Guard),7
6e792531-73a7-47a5-8b3a-dd37f5ab1712,leg_locker,pressure_passer,Haisam,Rodolfo,0,4,pressure_passer,Submission - Arm Triangle (from Side Control),5
