match_id,bot1,bot2,b1_name,b2_name,b1_pts,b2_pts,winner,method,turns
a5efe401-c31c-4081-903e-9115cc30b1a5,wrestler,guard_puller,Iron Mike,Miyao,0,0,wrestler,Submission - Standing Guillotine,3
0b150cf1-f93b-47c6-bcb1-e8c26e84182d,wrestler,submission_hunter,Iron Mike,Marcelo,0,0,submission_hunter,Submission - Triangle Choke (from Closed Guard),3
a252d0d2-ffe6-436d-bf17-96dfd7dc7ccf,pressure_passer,scrambler,Rodolfo,Ruotolo,4,9,scrambler,Submission - Rear Naked Choke,11
6e1e1c6a-8a9f-4467-9a74-9fd971306c5e,guard_puller,submission_hunter,Miyao,Marcelo,0,0,draw,Draw,25
ba638d13-bee9-4b2d-903c-d8eefd796899,wrestler,leg_locker,Iron Mike,Haisam,0,0,draw,Draw,25
2c9062e4-7d98-4cae-aaab-0a71588bf991,pressure_passer,submission_hunter,Rodolfo,Marcelo,0,0,draw,Draw,25
06a58629-a9b2-401e-af68-2cbafc8638ac,leg_locker,submission_hunter,Haisam,Marcelo,0,0,draw,Draw,25
706ac992-b62d-4a47-bcc1-dafc38508c6d,guard_puller,pressure_passer,Miyao,Rodolfo,0,0,draw,Draw,25
f10f7ede-11a0-40f1-bbf5-b246c99e2428,guard_puller,scrambler,Miyao,Ruotolo,4,8,scrambler,Submission - Rear Naked Choke,17
91751a91-31d2-4018-98c5-998c7c7c3116,wrestler,pressure_passer,Iron Mike,Rodolfo,2,0,wrestler,Submission - Kimura (from Side Control),3
e28681f8-248f-462c-9cf1-8263439efb8e,wrestler,scrambler,Iron Mike,Ruotolo,5,4,scrambler,Submission - Rear Naked Choke,7
f229bd5f-2b0a-4f27-b97c-0ca1cf1fed73,guard_puller,leg_locker,Miyao,Haisam,0,0,draw,Draw,25
eccc5479-03c5-447d-ba93-60fa53391479,submission_hunter,scrambler,Marcelo,Ruotolo,0,8,submission_hunter,Submission - Standing Guillotine,10
b67b22dc-f3ce-4584-89d5-9f0257ced240,leg_locker,pressure_passer,Haisam,Rodolfo,0,0,leg_locker,Submission - Outside Heel Hook,3
bce52af2-d0cb-43c2-b964-5d30bf10df7b,leg_locker,scrambler,Haisam,Ruotolo,0,4,scrambler,Submission - Rear Naked Choke,11
b1ec3f51-c99f-4e46-8702-fa96da42bc00,wrestler,guard_puller,Iron Mike,Miyao,0,0,draw,Draw,25
