match_id,bot1,bot2,b1_name,b2_name,b1_pts,b2_pts,winner,method,turns
12131735-9da4-4f78-8ace-4f0b15e83662,guard_puller,scrambler,Miyao,Ruotolo,0,0,draw,draw,2
df8ade84-bc14-4177-985f-4059409819f5,wrestler,submission_hunter,Iron Mike,Marcelo,4,0,wrestler,Submission - Americana (from Side Control),3
ef283579-8ca5-4a1c-b156-d519be7ae05f,wrestler,scrambler,Iron Mike,Ruotolo,0,4,draw,draw,3
128f4423-3de8-41fe-98bb-d37502a03714,pressure_passer,scrambler,Rodolfo,Ruotolo,0,0,draw,draw,2
30fe710f-c2aa-437a-ad85-cdc3465a342c,submission_hunter,scrambler,Marcelo,Ruotolo,0,2,draw,draw,3
e0027d1b-ce6a-4f94-ac11-fdffefafd5c6,wrestler,guard_puller,Iron Mike,Miyao,0,0,draw,draw,2
ce62202f-54cd-4800-8a73-39fc6d5d0ed5,guard_puller,leg_locker,Miyao,Haisam,0,0,draw,draw,2
3c2f371c-4f13-403d-bcc8-86385f1283be,leg_locker,submission_hunter,Haisam,Marcelo,0,0,draw,draw,2
21170bfb-a9e2-40c1-8b06-f8352a9bf927,wrestler,leg_locker,Iron Mike,Haisam,4,0,draw,draw,4
e055a951-05a0-4527-b976-52f7d60dc4c3,pressure_passer,submission_hunter,Rodolfo,Marcelo,0,0,draw,draw,2
4beee6b8-0799-449f-b69d-a3d6fd5abade,guard_puller,pressure_passer,Miyao,Rodolfo,0,0,draw,draw,2
9facacec-1954-45a0-a886-af5ac1966ea3,leg_locker,scrambler,Haisam,Ruotolo,0,0,draw,draw,2
b39a070a-1276-4377-9e9e-ab0e3b53a615,wrestler,pressure_passer,Iron Mike,Rodolfo,2,0,draw,draw,3
8ab68113-969d-48bf-871b-316288cf9db0,guard_puller,submission_hunter,Miyao,Marcelo,0,0,draw,draw,2
4e4f80f1-46d5-488d-b2b4-417edb2dfb54,leg_locker,pressure_passer,Haisam,Rodolfo,0,0,draw,draw,2
2b5bee06-0a09-413b-8263-a7b4ad119ebd,wrestler,guard_puller,Iron Mike,Miyao,2,0,wrestler,Submission - Kimura (from Side Control),3
d469dd15-5c3f-4000-be68-80f4299fe5e3,pressure_passer,scrambler,Rodolfo,Ruotolo,0,2,draw,draw,3
c80e007e-45ab-4894-82c7-c74904710f11,wrestler,pressure_passer,Iron Mike,Rodolfo,4,0,wrestler,Submission - Americana (from Side Control),4
1b7b3d01-9598-45a2-a1f2-06066dea22f7,leg_locker,scrambler,Haisam,Ruotolo,0,4,draw,draw,3
