match_id,p1_name,p1_archetype,p2_name,p2_archetype,winner,method,turns,p1_points,p2_points,p1_elo_delta,p2_elo_delta
69f8d710-6a61-4c9f-94f4-4b6274d237c4,Rodolfo,pressure_passer,Iron Mike,wrestler,Rodolfo,Submission - Kimura (from Half Guard Top),6,4,0,15,-15
07edbfee-5695-4b23-8762-5c161b6f6da9,Miyao,guard_puller,Ruotolo,scrambler,Miyao,Submission - Standing Guillotine,2,0,0,16,-16
511c307d-9dba-424b-a1fb-328c0ec6058e,Rodolfo,pressure_passer,Ruotolo,scrambler,Draw,Draw,30,0,0,0,0
392b4514-71d0-4a07-ac86-9ba01874bdec,Ruotolo,scrambler,Miyao,guard_puller,Draw,Draw,30,0,0,0,0
44d4be0a-5ef2-45e0-bc05-f3bfd921e02b,Haisam,leg_locker,Miyao,guard_puller,Draw,Draw,30,0,0,0,0
57da49a9-60cd-4740-8e21-17b5d8d37e61,Marcelo,submission_hunter,Miyao,guard_puller,Draw,Draw,30,0,0,0,0
76ee4553-b1e1-4b5f-a22e-2d1c5cea454f,Marcelo,submission_hunter,Haisam,leg_locker,Marcelo,Submission - Anaconda Choke (from Front Headlock),4,0,0,13,-13
aa67e8cb-c688-438e-acc3-0fa7057c9493,Ruotolo,scrambler,Haisam,leg_locker,Ruotolo,Points - 7 to 0,30,7,0,15,-15
77cbfdbb-81ae-4046-acf1-cea57ee11a5d,Marcelo,submission_hunter,Rodolfo,pressure_passer,Marcelo,Submission - Anaconda Choke (from Front Headlock),3,0,0,14,-14
3234d300-5cef-4cec-8f9b-cff3d548e4ff,Miyao,guard_puller,Iron Mike,wrestler,Draw,Draw,30,0,0,0,0
ad02371e-91f5-4841-bcf4-dd73a7d62e79,Ruotolo,scrambler,Haisam,leg_locker,Ruotolo,Points - 2 to 0,30,2,0,14,-14
29fe1ec4-ce5b-43e6-9b6e-6c0316332656,Iron Mike,wrestler,Miyao,guard_puller,Draw,Draw,30,0,0,0,0
48b41e3b-7504-484a-a3a0-a10e4dafeb08,Miyao,guard_puller,Iron Mike,wrestler,Miyao,Submission - Standing Guillotine,2,0,0,13,-13
18718fc8-d0cf-4e9f-958d-fb4b206e83a9,Ruotolo,scrambler,Rodolfo,pressure_passer,Draw,Draw,30,0,0,0,0
c8cc37c4-0fdf-4848-83b9-5d3703a55dd4,Marcelo,submission_hunter,Miyao,guard_puller,Draw,Draw,30,0,0,0,0
b391051a-5205-44e0-b51a-abca27950928,Marcelo,submission_hunter,Rodolfo,pressure_passer,Draw,Draw,30,0,0,0,0
3f68d709-fcf1-433a-8164-f6db36d672d0,Iron Mike,wrestler,Ruotolo,scrambler,Ruotolo,Points - 16 to 0,30,0,16,-13,13
d8458885-f186-4976-b993-23b577c2884d,Iron Mike,wrestler,Miyao,guard_puller,Draw,Draw,30,0,0,0,0
a1fad117-3440-4a8f-8787-856efcb41b20,Haisam,leg_locker,Miyao,guard_puller,Draw,Draw,30,0,0,0,0
87e3bc1a-cb3e-48ad-a1b7-06373121a606,Miyao,guard_puller,Marcelo,submission_hunter,Draw,Draw,30,0,0,0,0
d98e743a-bce6-43ad-b876-c816ab90a964,Marcelo,submission_hunter,Iron Mike,wrestler,Marcelo,Submission - D'Arce Choke (from Front Headlock),2,0,0,10,-10
fa6593bf-01c6-49af-8dbf-83e83611f890,Rodolfo,pressure_passer,Iron Mike,wrestler,Rodolfo,Points - 6 to 0,30,6,0,12,-12
d269d00b-ea01-4d03-9061-5217aa5f96b3,Iron Mike,wrestler,Rodolfo,pressure_passer,Rodolfo,Points - 2 to 0,30,0,2,-11,11
cc5ec91d-a28e-416b-8c27-70e36da4c87f,Miyao,guard_puller,Haisam,leg_locker,Miyao,Submission - Standing Guillotine,4,0,0,12,-12
36ed18e9-3414-46f3-8162-6a5bc0eec6b1,Ruotolo,scrambler,Haisam,leg_locker,Draw,Draw,30,0,0,0,0
47d4e7d1-1db7-4ed1-b3b1-4bbbd7842da3,Marcelo,submission_hunter,Ruotolo,scrambler,Marcelo,Submission - Standing Guillotine,2,0,0,13,-13
35b5dfb9-325c-4070-874b-761acaefadf9,Haisam,leg_locker,Miyao,guard_puller,Draw,Draw,30,0,0,0,0
651b3541-e223-4384-86a8-575829181b71,Marcelo,submission_hunter,Rodolfo,pressure_passer,Marcelo,Submission - Anaconda Choke (from Front Headlock),2,0,0,13,-13
9e4081c6-97e2-43f2-87f1-05317edc9872,Iron Mike,wrestler,Ruotolo,scrambler,Ruotolo,Points - 14 to 6,30,6,14,-11,11
d33c95a7-e75d-4fef-ae19-65299029f076,Haisam,leg_locker,Marcelo,submission_hunter,Marcelo,Submission - Standing Guillotine,7,0,0,-8,8
b25c83ef-0e03-4b16-8765-4de57ddeeeed,Haisam,leg_locker,Rodolfo,pressure_passer,Draw,Draw,30,0,0,0,0
b7e563ce-5d66-4f60-bfa6-792b51a02d87,Miyao,guard_puller,Haisam,leg_locker,Draw,Draw,30,0,0,0,0
2f716c9f-aa4b-44f3-a444-a4f9dbddc867,Rodolfo,pressure_passer,Miyao,guard_puller,Draw,Draw,30,0,0,0,0
a4a90a10-4603-45e5-b5c1-7ed717162310,Ruotolo,scrambler,Marcelo,submission_hunter,Draw,Draw,30,0,0,0,0
92983eaf-93e3-4b2c-9ebf-8be7384dd519,Rodolfo,pressure_passer,Haisam,leg_locker,Rodolfo,Submission - Kimura (from Side Control),29,9,0,12,-12
c71ea9a6-1cfe-4f0b-9e7e-a0805a976634,Iron Mike,wrestler,Haisam,leg_locker,Draw,Draw,30,0,0,0,0
f74997ff-3233-4e2e-a53a-83b97751067a,Marcelo,submission_hunter,Ruotolo,scrambler,Marcelo,Submission - Triangle Choke (from Closed Guard),3,0,0,12,-12
e9fa238a-08fa-4ce9-8a1c-4c915f61135c,Marcelo,submission_hunter,Miyao,guard_puller,Draw,Draw,30,0,0,0,0
82e80b48-a3c6-43cf-921b-09ee58efc07b,Marcelo,submission_hunter,Ruotolo,scrambler,Draw,Draw,30,0,0,0,0
a17044bc-7218-4e66-b9eb-09b032d9eac7,Iron Mike,wrestler,Rodolfo,pressure_passer,Draw,Draw,30,0,0,0,0
1ba7e01e-0805-4dd6-8c72-57ee85e95bb0,Haisam,leg_locker,Miyao,guard_puller,Draw,Draw,30,0,0,0,0
60e5b67a-e227-4c1f-bbe5-70e59b6626e2,Haisam,leg_locker,Marcelo,submission_hunter,Draw,Draw,30,0,0,0,0
a12e681a-d8a1-42bf-bd17-664907a1c66c,Iron Mike,wrestler,Haisam,leg_locker,Draw,Draw,30,0,0,0,0
7dabb5f1-b641-4b95-ba2d-8c49fc120812,Iron Mike,wrestler,Miyao,guard_puller,Draw,Draw,30,0,0,0,0
898f3386-a723-4884-8eac-1eef64481381,Rodolfo,pressure_passer,Haisam,leg_locker,Haisam,Submission - Straight Ankle Lock,7,4,0,-21,21
5e7bf1ec-e225-4979-96b7-3d9f7d1f1baf,Miyao,guard_puller,Iron Mike,wrestler,Draw,Draw,30,0,0,0,0
3663eb24-a93a-48b6-97e0-f09d51823dab,Iron Mike,wrestler,Miyao,guard_puller,Draw,Draw,30,0,0,0,0
43d82d73-93ff-4cc0-83a2-1f5f2e774bea,Iron Mike,wrestler,Marcelo,submission_hunter,Marcelo,Submission - D'Arce Choke (from Front Headlock),7,0,0,-6,6
ad4771d6-bd87-40a2-a35c-75169098b3ad,Iron Mike,wrestler,Rodolfo,pressure_passer,Draw,Draw,30,0,0,0,0
df8ffee2-bb58-40ca-98d4-f5f67755f026,Iron Mike,wrestler,Ruotolo,scrambler,Iron Mike,Points - 4 to 0,30,4,0,22,-22
f205447f-f4c8-4c1c-8efb-7b28e8d32603,Iron Mike,wrestler,Haisam,leg_locker,Haisam,Submission - Straight Ankle Lock,15,0,0,-15,15
c419dca6-4746-4f24-8ec5-e37ceb762b3d,Rodolfo,pressure_passer,Ruotolo,scrambler,Rodolfo,Submission - Kimura (from Half Guard Top),7,4,4,15,-15
